id,ans
2998,5
2999,1
3000,0
3001,0
3002,2
3003,5
3004,2
3005,3
3006,5
3007,3
3008,1
3009,2
3010,1
3011,1
3012,1
3013,2
3014,0
3015,4
3016,3
3017,2
3018,1
3019,0
3020,1
3021,3
3022,3
3023,1
3024,5
3025,4
3026,1
3027,5
3028,3
3029,0
3030,1
3031,5
3032,1
3033,1
3034,2
3035,2
3036,1
3037,5
3038,4
3039,3
3040,1
3041,0
3042,4
3043,4
3044,1
3045,0
3046,4
3047,0
3048,1
3049,0
3050,2
3051,0
3052,5
3053,4
3054,3
3055,2
3056,0
3057,3
3058,2
3059,2
3060,5
3061,5
3062,0
3063,3
3064,0
3065,1
3066,1
3067,3
3068,5
3069,0
3070,1
3071,4
3072,4
3073,0
3074,3
3075,5
3076,3
3077,5
3078,0
3079,0
3080,1
3081,5
3082,3
3083,3
3084,5
3085,4
3086,4
3087,2
3088,1
3089,1
3090,2
3091,0
3092,0
3093,4
3094,4
3095,3
3096,0
3097,0
3098,3
3099,2
3100,2
3101,1
3102,3
3103,1
3104,1
3105,0
3106,4
3107,5
3108,1
3109,3
3110,2
3111,5
3112,0
3113,2
3114,3
3115,5
3116,0
3117,0
3118,1
3119,0
3120,4
3121,5
3122,2
3123,0
3124,0
3125,5
3126,4
3127,4
3128,2
3129,1
3130,0
3131,2
3132,4
3133,3
3134,5
3135,5
3136,0
3137,1
3138,1
3139,4
3140,2
3141,1
3142,4
3143,4
3144,3
3145,4
3146,3
3147,0
3148,4
3149,1
3150,5
3151,2
3152,0
3153,2
3154,3
3155,2
3156,0
3157,1
3158,5
3159,5
3160,3
3161,0
3162,1
3163,5
3164,0
3165,3
3166,3
3167,4
3168,1
3169,4
3170,5
3171,1
3172,1
3173,2
3174,1
3175,2
3176,5
3177,1
3178,2
3179,3
3180,0
3181,0
3182,2
3183,3
3184,3
3185,5
3186,1
3187,1
3188,0
3189,1
3190,5
3191,4
3192,0
3193,1
3194,4
3195,3
3196,2
3197,1
3198,4
3199,0
3200,0
3201,5
3202,0
3203,5
3204,0
3205,4
3206,3
3207,1
3208,2
3209,3
3210,0
3211,5
3212,2
3213,1
3214,2
3215,3
3216,0
3217,3
3218,4
3219,1
3220,0
3221,3
3222,5
3223,2
3224,3
3225,3
3226,2
3227,1
3228,3
3229,0
3230,0
3231,4
3232,3
3233,4
3234,2
3235,1
3236,0
3237,0
3238,5
3239,0
3240,3
3241,4
3242,2
3243,0
3244,4
3245,3
3246,2
3247,2
3248,2
3249,2
3250,1
3251,4
3252,3
3253,4
3254,1
3255,3
3256,1
3257,0
3258,0
3259,3
3260,3
3261,5
3262,0
3263,5
3264,4
3265,4
3266,2
3267,5
3268,4
3269,1
3270,0
3271,5
3272,4
3273,5
3274,2
3275,2
3276,5
3277,3
3278,2
3279,5
3280,0
3281,3
3282,3
3283,0
3284,3
3285,0
3286,4
3287,3
3288,4
3289,3
3290,1
3291,4
3292,1
3293,0
3294,3
3295,5
3296,3
3297,4
3298,2
3299,1
3300,0
3301,3
3302,4
3303,0
3304,3
3305,2
3306,2
3307,4
3308,5
3309,3
3310,0
3311,2
3312,2
3313,4
3314,3
3315,0
3316,5
3317,2
3318,2
3319,3
3320,2
3321,2
3322,2
3323,2
3324,2
3325,1
3326,1
3327,0
3328,3
3329,2
3330,1
3331,4
3332,5
3333,3
3334,1
3335,3
3336,3
3337,1
3338,1
3339,3
3340,4
3341,1
3342,4
3343,1
3344,2
3345,5
3346,4
3347,0
3348,1
3349,3
3350,1
3351,4
3352,3
3353,5
3354,5
3355,5
3356,1
3357,0
3358,0
3359,4
3360,0
3361,3
3362,2
3363,4
3364,0
3365,2
3366,5
3367,0
3368,0
3369,2
3370,0
3371,4
3372,0
3373,5
3374,4
3375,5
3376,2
3377,2
3378,4
3379,5
3380,5
3381,2
3382,3
3383,4
3384,5
3385,4
3386,5
3387,2
3388,3
3389,1
3390,5
3391,1
3392,2
3393,4
3394,4
3395,0
3396,5
3397,4
3398,3
3399,1
3400,2
3401,1
3402,3
3403,1
3404,3
3405,3
3406,0
3407,2
3408,4
3409,5
3410,0
3411,3
3412,3
3413,4
3414,1
3415,4
3416,2
3417,5
3418,1
3419,1
3420,0
3421,0
3422,0
3423,1
3424,1
3425,4
3426,5
3427,0
3428,2
3429,5
3430,1
3431,0
3432,2
3433,5
3434,5
3435,3
3436,2
3437,4
3438,1
3439,1
3440,5
3441,0
3442,4
3443,1
3444,3
3445,3
3446,2
3447,4
3448,5
3449,5
3450,4
3451,1
3452,1
3453,1
3454,0
3455,2
3456,3
3457,1
3458,2
3459,3
3460,3
3461,0
3462,5
3463,3
3464,3
3465,0
3466,0
3467,0
3468,5
3469,2
3470,3
3471,4
3472,1
3473,5
3474,5
3475,0
3476,3
3477,2
3478,4
3479,5
3480,0
3481,2
3482,0
3483,1
3484,0
3485,3
3486,4
3487,0
3488,0
3489,5
3490,0
3491,4
3492,5
3493,5
3494,3
3495,4
3496,0
3497,3
3498,2
3499,2
3500,3
3501,0
3502,3
3503,0
3504,3
3505,1
3506,4
3507,5
3508,0
3509,1
3510,3
3511,2
3512,0
3513,2
3514,0
3515,1
3516,1
3517,1
3518,2
3519,3
3520,5
3521,1
3522,3
3523,1
3524,4
3525,5
3526,5
3527,3
3528,5
3529,3
3530,1
3531,4
3532,1
3533,0
3534,5
3535,4
3536,4
3537,4
3538,5
3539,3
3540,4
3541,2
3542,2
3543,0
3544,5
3545,4
3546,5
3547,3
3548,4
3549,4
3550,3
3551,4
3552,2
3553,0
3554,2
3555,5
3556,5
3557,4
3558,0
3559,0
3560,4
3561,4
3562,3
3563,0
3564,3
3565,1
3566,1
3567,4
3568,1
3569,3
3570,4
3571,4
3572,0
3573,1
3574,0
3575,2
3576,1
3577,2
3578,5
3579,3
3580,1
3581,1
3582,5
3583,5
3584,3
3585,2
3586,3
3587,0
3588,4
3589,2
3590,3
3591,2
3592,1
3593,1
3594,1
3595,1
3596,3
3597,2
3598,4
3599,5
3600,1
3601,2
3602,3
3603,0
3604,1
3605,2
3606,0
3607,1
3608,4
3609,5
3610,3
3611,0
3612,4
3613,1
3614,2
3615,1
3616,2
3617,2
3618,0
3619,0
3620,0
3621,3
3622,4
3623,1
3624,2
3625,2
3626,5
3627,3
3628,1
3629,3
3630,2
3631,5
3632,2
3633,1
3634,2
3635,4
3636,4
3637,2
3638,2
3639,1
3640,2
3641,5
3642,4
3643,4
3644,5
3645,5
3646,3
3647,3
3648,3
3649,3
3650,0
3651,3
3652,4
3653,2
3654,4
3655,1
3656,4
3657,0
3658,5
3659,2
3660,1
3661,3
3662,0
3663,0
3664,5
3665,5
3666,4
3667,1
3668,0
3669,0
3670,1
3671,1
3672,2
3673,3
3674,0
3675,1
3676,2
3677,2
3678,4
3679,4
3680,0
3681,3
3682,1
3683,3
3684,5
3685,2
3686,2
3687,3
3688,1
3689,2
3690,4
3691,2
3692,5
3693,2
3694,0
3695,3
3696,4
3697,1
3698,4
3699,4
3700,2
3701,3
3702,5
3703,2
3704,0
3705,2
3706,1
3707,4
3708,2
3709,5
3710,0
3711,0
3712,4
3713,3
3714,0
3715,3
3716,3
3717,0
3718,1
3719,2
3720,3
3721,5
3722,4
3723,5
3724,2
3725,0
3726,3
3727,0
3728,0
3729,5
3730,5
3731,2
3732,5
3733,2
3734,3
3735,0
3736,1
3737,0
3738,2
3739,1
3740,5
3741,4
3742,5
3743,5
3744,0
3745,4
3746,1
3747,0
3748,3
3749,0
3750,2
3751,3
3752,1
3753,5
3754,0
3755,0
3756,4
3757,4
3758,0
3759,2
3760,3
3761,5
3762,4
3763,1
3764,2
3765,0
3766,4
3767,5
3768,2
3769,5
3770,3
3771,3
3772,5
3773,3
3774,4
3775,3
3776,5
3777,3
3778,5
3779,4
3780,5
3781,3
3782,2
3783,5
3784,5
3785,2
3786,1
3787,0
3788,4
3789,4
3790,3
3791,0
3792,0
3793,0
3794,5
3795,2
3796,2
3797,0
3798,4
3799,3
3800,2
3801,3
3802,1
3803,5
3804,0
3805,3
3806,0
3807,1
3808,0
3809,3
3810,1
3811,0
3812,0
3813,0
3814,1
3815,1
3816,2
3817,2
3818,1
3819,2
3820,4
3821,5
3822,5
3823,1
3824,0
3825,5
3826,1
3827,1
3828,4
3829,4
3830,1
3831,3
3832,3
3833,0
3834,2
3835,0
3836,4
3837,5
3838,1
3839,5
3840,2
3841,3
3842,3
3843,3
3844,4
3845,2
3846,2
3847,3
3848,1
3849,5
3850,5
3851,5
3852,2
3853,4
3854,2
3855,1
3856,4
3857,1
3858,2
3859,2
3860,0
3861,0
3862,3
3863,5
3864,3
3865,5
3866,2
3867,3
3868,5
3869,0
3870,1
3871,1
3872,3
3873,0
3874,3
3875,3
3876,4
3877,1
3878,5
3879,2
3880,3
3881,5
3882,1
3883,0
3884,0
3885,0
3886,0
3887,3
3888,0
3889,4
3890,5
3891,2
3892,0
3893,2
3894,0
3895,5
3896,5
3897,3
3898,0
3899,3
3900,2
3901,1
3902,2
3903,4
3904,0
3905,1
3906,0
3907,3
3908,2
3909,5
3910,5
3911,3
3912,5
3913,0
3914,0
3915,4
3916,1
3917,5
3918,3
3919,1
3920,2
3921,0
3922,4
3923,4
3924,1
3925,1
3926,3
3927,3
3928,4
3929,5
3930,5
3931,3
3932,0
3933,0
3934,0
3935,0
3936,3
3937,4
3938,2
3939,2
3940,3
3941,3
3942,1
3943,2
3944,2
3945,0
3946,1
3947,3
3948,1
3949,4
3950,4
3951,0
3952,5
3953,1
3954,2
3955,2
3956,0
3957,3
3958,2
3959,1
3960,3
3961,4
3962,0
3963,0
3964,0
3965,3
3966,4
3967,2
3968,0
3969,1
3970,1
3971,1
3972,5
3973,3
3974,1
3975,1
3976,0
3977,0
3978,2
3979,5
3980,5
3981,2
3982,0
3983,1
3984,3
3985,5
3986,1
3987,4
3988,4
3989,1
3990,4
3991,2
3992,5
3993,0
3994,4
3995,5
3996,1
3997,5
3998,0
3999,0
4000,2
4001,3
4002,3
4003,1
4004,4
4005,2
4006,2
4007,5
4008,5
4009,3
4010,4
4011,0
4012,0
4013,2
4014,5
4015,3
4016,1
4017,1
4018,1
4019,3
4020,1
4021,3
4022,5
4023,0
4024,5
4025,5
4026,0
4027,4
4028,4
4029,0
4030,3
4031,5
4032,2
4033,3
4034,2
4035,4
4036,5
4037,0
4038,3
4039,5
4040,5
4041,2
4042,5
4043,2
4044,2
4045,4
4046,5
4047,2
4048,5
4049,0
4050,1
4051,0
4052,5
4053,0
4054,1
4055,2
4056,2
4057,2
4058,1
4059,0
4060,4
4061,5
4062,5
4063,5
4064,2
4065,4
4066,1
4067,3
4068,1
4069,1
4070,0
4071,3
4072,2
4073,3
4074,4
4075,5
4076,4
4077,5
4078,3
4079,3
4080,5
4081,5
4082,5
4083,1
4084,1
4085,1
4086,1
4087,0
4088,0
4089,0
4090,0
4091,2
4092,4
4093,5
4094,2
4095,1
4096,0
4097,0
4098,5
4099,0
4100,1
4101,2
4102,0
4103,5
4104,5
4105,0
4106,5
4107,2
4108,2
4109,1
4110,3
4111,3
4112,2
4113,2
4114,0
4115,2
4116,1
4117,5
4118,3
4119,4
4120,4
4121,0
4122,4
4123,0
4124,3
4125,4
4126,0
4127,5
4128,1
4129,4
4130,3
4131,5
4132,3
4133,0
4134,2
4135,0
4136,0
4137,1
4138,0
4139,3
4140,0
4141,1
4142,3
4143,1
4144,1
4145,0
4146,1
4147,1
4148,3
4149,1
4150,5
4151,3
4152,2
4153,2
4154,2
4155,2
4156,4
4157,1
4158,2
4159,2
4160,0
4161,3
4162,3
4163,5
4164,5
4165,2
4166,0
4167,1
4168,1
4169,1
4170,5
4171,5
4172,0
4173,3
4174,2
4175,0
4176,4
4177,4
4178,3
4179,2
4180,5
4181,1
4182,4
4183,5
4184,2
4185,1
4186,2
4187,0
4188,5
4189,4
4190,3
4191,4
4192,4
4193,0
4194,2
4195,1
4196,3
4197,5
4198,4
4199,3
4200,0
4201,1
4202,0
4203,2
4204,4
4205,2
4206,5
4207,5
4208,1
4209,2
4210,2
4211,5
4212,1
4213,2
4214,3
4215,0
4216,1
4217,1
4218,0
4219,5
4220,3
4221,0
4222,1
4223,3
4224,5
4225,0
4226,1
4227,1
4228,4
4229,0
4230,5
4231,0
4232,1
4233,5
4234,1
4235,4
4236,1
4237,3
4238,0
4239,2
4240,5
4241,4
4242,5
4243,0
4244,0
4245,2
4246,5
4247,4
4248,4
4249,4
4250,3
4251,0
4252,3
4253,4
4254,0
4255,5
4256,3
4257,5
4258,3
4259,4
4260,3
4261,3
4262,0
4263,0
4264,2
4265,5
4266,5
4267,0
4268,5
4269,5
4270,5
4271,1
4272,4
4273,0
4274,0
4275,1
4276,1
4277,5
4278,0
4279,3
4280,0
4281,5
4282,1
4283,3
4284,3
4285,2
4286,1
4287,1
4288,0
4289,3
4290,4
4291,1
4292,4
4293,0
4294,1
4295,0
4296,2
4297,2
4298,4
4299,3
4300,0
4301,0
4302,2
4303,1
4304,4
4305,0
4306,3
4307,4
4308,1
4309,1
4310,0
4311,4
4312,1
4313,2
4314,4
4315,3
4316,0
4317,0
4318,0
4319,2
4320,2
4321,4
4322,4
4323,1
4324,5
4325,2
4326,5
4327,0
4328,0
4329,1
4330,0
4331,4
4332,4
4333,3
4334,4
4335,1
4336,1
4337,2
4338,5
4339,2
4340,3
4341,3
4342,4
4343,3
4344,1
4345,1
4346,4
4347,1
4348,1
4349,3
4350,0
4351,1
4352,0
4353,2
4354,2
4355,5
4356,2
4357,2
4358,1
4359,4
4360,5
4361,1
4362,3
4363,2
4364,3
4365,0
4366,4
4367,4
4368,4
4369,3
4370,3
4371,3
4372,4
4373,2
4374,3
4375,4
4376,1
4377,1
4378,4
4379,5
4380,0
4381,3
4382,2
4383,1
4384,2
4385,1
4386,0
4387,4
4388,2
4389,1
4390,3
4391,4
4392,2
4393,2
4394,0
4395,1
4396,2
4397,1
4398,5
4399,4
4400,0
4401,2
4402,3
4403,3
4404,0
4405,0
4406,0
4407,0
4408,4
4409,3
4410,0
4411,0
4412,1
4413,4
4414,4
4415,1
4416,0
4417,3
4418,2
4419,0
4420,3
4421,0
4422,5
4423,5
4424,1
4425,3
4426,2
4427,3
4428,5
4429,5
4430,0
4431,4
4432,5
4433,5
4434,0
4435,1
4436,1
4437,4
4438,3
4439,4
4440,3
4441,3
4442,2
4443,2
4444,1
4445,4
4446,4
4447,0
4448,3
4449,1
4450,5
4451,1
4452,5
4453,0
4454,0
4455,2
4456,2
4457,2
4458,0
4459,1
4460,0
4461,1
4462,4
4463,1
4464,2
4465,0
4466,1
4467,5
4468,4
4469,2
4470,1
4471,4
4472,3
4473,3
4474,0
4475,0
4476,2
4477,4
4478,3
4479,1
4480,3
4481,1
4482,1
4483,4
4484,0
4485,2
4486,5
4487,2
4488,5
4489,0
4490,5
4491,0
4492,2
4493,3
4494,1
4495,5
4496,1
4497,1
4498,1
4499,5
4500,1
4501,1
4502,5
4503,0
4504,5
4505,1
4506,5
4507,0
4508,3
4509,3
4510,4
4511,0
4512,0
4513,3
4514,4
4515,3
4516,0
4517,2
4518,1
4519,0
4520,2
4521,2
4522,5
4523,1
4524,5
4525,4
4526,0
4527,2
4528,2
4529,4
4530,4
4531,1
4532,2
4533,1
4534,1
4535,1
4536,2
4537,2
4538,2
4539,2
4540,3
4541,4
4542,1
4543,4
4544,3
4545,3
4546,1
4547,1
4548,2
4549,3
4550,0
4551,1
4552,3
4553,1
4554,3
4555,0
4556,1
4557,1
4558,0
4559,0
4560,3
4561,0
4562,2
4563,3
4564,2
4565,3
4566,2
4567,2
4568,4
4569,3
4570,5
4571,0
4572,3
4573,5
4574,3
4575,5
4576,1
4577,5
4578,3
4579,2
4580,4
4581,0
4582,1
4583,3
4584,0
4585,5
4586,0
4587,3
4588,2
4589,2
4590,5
4591,5
4592,0
4593,2
4594,1
4595,0
4596,2
4597,0
4598,2
4599,4
4600,2
4601,0
4602,0
4603,1
4604,0
4605,5
4606,0
4607,4
4608,4
4609,3
4610,0
4611,1
4612,4
4613,4
4614,1
4615,1
4616,0
4617,2
4618,0
4619,3
4620,2
4621,2
4622,1
4623,2
4624,0
4625,4
4626,4
4627,0
4628,4
4629,4
4630,2
4631,1
4632,4
4633,1
4634,2
4635,1
4636,5
4637,3
4638,5
4639,4
4640,3
4641,0
4642,2
4643,1
4644,3
4645,2
4646,2
4647,4
4648,4
4649,3
4650,4
4651,3
4652,3
4653,2
4654,1
4655,0
4656,2
4657,4
4658,1
4659,1
4660,1
4661,2
4662,4
4663,0
4664,5
4665,2
4666,0
4667,3
4668,3
4669,5
4670,5
4671,2
4672,0
4673,0
4674,5
4675,5
4676,5
4677,5
4678,3
4679,4
4680,0
4681,1
4682,2
4683,5
4684,4
4685,0
4686,3
4687,2
4688,1
4689,4
4690,3
4691,0
4692,0
4693,2
4694,5
4695,4
4696,5
4697,1
4698,4
4699,5
4700,3
4701,3
4702,1
4703,4
4704,2
4705,5
4706,4
4707,3
4708,3
4709,1
4710,2
4711,0
4712,4
4713,0
4714,0
4715,0
4716,0
4717,0
4718,1
4719,2
4720,5
4721,0
4722,1
4723,3
4724,4
4725,1
4726,4
4727,3
4728,0
4729,1
4730,1
4731,0
4732,0
4733,3
4734,1
4735,3
4736,5
4737,3
4738,3
4739,4
4740,0
4741,0
4742,5
4743,2
4744,2
4745,4
4746,2
4747,4
4748,4
4749,4
4750,2
4751,4
4752,4
4753,4
4754,3
4755,5
4756,1
4757,1
4758,5
4759,4
4760,0
4761,4
4762,5
4763,2
4764,4
4765,4
4766,1
4767,0
4768,0
4769,0
4770,0
4771,4
4772,4
4773,1
4774,1
4775,1
4776,5
4777,1
4778,1
4779,0
4780,5
4781,2
4782,2
4783,0
4784,0
4785,2
4786,1
4787,1
4788,0
4789,5
4790,4
4791,4
4792,3
4793,4
4794,4
4795,3
4796,4
4797,4
4798,2
4799,0
4800,3
4801,1
4802,1
4803,1
4804,0
4805,2
4806,0
4807,2
4808,0
4809,1
4810,2
4811,3
4812,0
4813,2
4814,1
4815,1
4816,0
4817,3
4818,5
4819,5
4820,0
4821,1
4822,4
4823,0
4824,0
4825,3
4826,5
4827,1
4828,0
4829,1
4830,0
4831,0
4832,1
4833,1
4834,2
4835,1
4836,1
4837,3
4838,4
4839,4
4840,5
4841,5
4842,1
4843,3
4844,3
4845,1
4846,2
4847,2
4848,0
4849,5
4850,3
4851,1
4852,1
4853,5
4854,0
4855,0
4856,1
4857,3
4858,4
4859,5
4860,5
4861,2
4862,0
4863,3
4864,4
4865,5
4866,3
4867,5
4868,5
4869,0
4870,5
4871,3
4872,4
4873,0
4874,1
4875,2
4876,0
4877,4
4878,1
4879,0
4880,5
4881,0
4882,2
4883,5
4884,2
4885,0
4886,1
4887,0
4888,1
4889,3
4890,3
4891,1
4892,2
4893,2
4894,0
4895,1
4896,0
4897,0
4898,0
4899,2
4900,1
4901,0
4902,2
4903,2
4904,3
4905,4
4906,3
4907,0
4908,5
4909,2
4910,0
4911,2
4912,2
4913,4
4914,1
4915,1
4916,4
4917,5
4918,0
4919,0
4920,3
4921,2
4922,2
4923,4
4924,1
4925,1
4926,1
4927,2
4928,0
4929,4
4930,1
4931,2
4932,5
4933,0
4934,0
4935,4
4936,3
4937,5
4938,2
4939,0
4940,0
4941,4
4942,4
4943,3
4944,0
4945,3
4946,2
4947,0
4948,2
4949,2
4950,3
4951,5
4952,2
4953,3
4954,4
4955,1
4956,3
4957,5
4958,1
4959,2
4960,5
4961,5
4962,3
4963,0
4964,2
4965,5
4966,4
4967,2
4968,2
4969,4
4970,5
4971,2
4972,3
4973,1
4974,3
4975,4
4976,0
4977,3
4978,0
4979,5
4980,4
4981,2
4982,0
4983,5
4984,0
4985,2
4986,2
4987,2
4988,3
4989,2
4990,5
4991,1
4992,5
4993,0
4994,4
4995,1
4996,2
4997,4
4998,3
4999,0
5000,1
5001,0
5002,4
5003,0
5004,2
5005,0
5006,2
5007,1
5008,1
5009,1
5010,3
5011,0
5012,1
5013,0
5014,0
5015,0
5016,4
5017,0
5018,3
5019,1
5020,2
5021,3
5022,4
5023,4
5024,4
5025,0
5026,3
5027,2
5028,0
5029,3
5030,0
5031,4
5032,0
5033,5
5034,2
5035,3
5036,4
5037,4
5038,0
5039,2
5040,5
5041,2
5042,1
5043,1
5044,5
5045,1
5046,0
5047,0
5048,0
5049,1
5050,2
5051,2
5052,1
5053,1
5054,5
5055,0
5056,1
5057,2
5058,2
5059,5
